userName,score,at,content
Rossa Rizkiyah,5,2021-05-29 07:22:47,"Assalamualaikum saya siti lutfiah saya memakai nama yang bibi ,Saya tau aplikasi ini dari sodara saya dan saya coba alhamdulillah aplikasinya menyenangkan sekali dan langsung deh saya downlod aplikasi nya dan ini itu penting banget buat saya karna saya suka game yang islam dan membuat saya jdi haval sma bab sholat dan yang lainnnya"
mustika nasa,1,2021-05-26 01:06:04,Kenapa cerdas cermat Islam ini gk bisa di bukak y tolong di perbaiki lagi
Seblak Ngaroeyy 99,5,2021-05-22 09:28:55,Musiknya di ganti murotal Alquran kayanya lebih enak di dengar
lia dwi,5,2021-05-21 13:19:29,"Musiknya menyenangkan buat mengerjakan tambah semangat. Anak muslim recommended banget download ini dan latian mengerjakan ya, walau sekolah dri rumah tapi otak harus terus diasah. Apalagi pengetahuan tentang agama harus sekali sering dipelajari agar tidak lupa dan bisa mengamalkan dengan tepat."
Hesti Listiawati,5,2021-05-19 03:30:00,Applikasinya bagus banget... membantu sekali sukaa yg tdinya udh lupa jdi tau lagi
keisha queen,5,2021-05-19 00:37:58,Game bagus banget sih makasih ya yang buat
Iqbal Maulana,5,2021-05-16 12:23:08,assalamualaikum Nana aku zilda sapitri wah ternyata cerdas cermat nya bagus aget aku ga nangka deh aku jadi tau deh agama Islam makasih yah cerdas cermat masih banyak banget yang udah buwat cerdas cermat ini masih banyak assalamualaikum
Khadi Syah,5,2021-05-06 06:45:01,cakep banget permainannya sumpah aku g nyesel di kira aku jelek eh ternyata bagus banget 😁😁😁😁😁😊😊
Fitri Nur Indah,5,2021-04-30 10:51:06,Game nya bagus banget fixs deh harus download 🙏🙏
Eva alnzgrlc,5,2021-04-29 13:09:42,"Thankyou Buat Developer Bagus Banget Aplikasinya, Sangat Berguna Untuk Hamba Allah Dan Para Siswa/i Yang Lagi Belajar Agama.!!❤"
Koyum Warsito,5,2021-04-28 11:36:37,Game ini sungguh berarti bagi semua orang kalian harus donwlot game ini kalau tidak nantik menyesal game ini sangat bagus sekali maaf kalau kata kata aku kasar byee
Lativa Redmi,5,2021-04-26 01:51:52,Game nya sih seru tapi yang bikin aku kecewa penyimpanan nya kalok di pakek tambah banyak nanti ngak bisa buat sekolah kalok penyimpanan nya habis😭😭😭😓😓
Rikza GG,5,2021-04-23 16:15:57,Game nya seru aku aja udah sampai gorib kalo kalian sampe mana aku kasih semangat buat yang ngajinya pintar aku kasih bintang lima deh dada semua assalamu'alaikum
Sabar Jadi,1,2021-04-18 22:45:33,Gem nya bagus tapi.... gem mini nya susah!!! Aku gak seneng sama gem mini nya tolong perbaiki dong😒😒😒🤬🤬🤬😡😡
Marion Fadhil Utama (Marion atau Fadhil),4,2021-04-18 16:06:38,"Assalamualaikum, Kepada YTH, Developer Solite Kids. Saya Merasa Kurang Puas,Terhadap App Anda Karena Kurang Fitur Membaca(Referensi). Terimakasih TimSoliteKids."
404 Channel Roblox noob,5,2021-04-17 18:00:15,Ini cocok banget buat yang sekolahnya di madrasah. Game ini sangat lah mendidik
`•Lemon tea•`,5,2021-04-16 12:56:52,"Assalammualaikum,nama ku Aura ,sak dari islam,gamenya bagus cocok untuk para islami."
wawan irsa,5,2021-04-13 21:48:26,Asalamualaikum nama saya irsa saya kelas empat aplikasi ini sangat membantu saya dalam bahasa islam
Devi Puspita,5,2021-04-13 09:38:21,sangat baguss untuk menambah ilmu yg masih blm sempurna ❤❤❤❤
Sayyida NurHayya,5,2021-04-08 02:44:53,"Asalamualaikum,nama saya sayda,aplikasi ini bagus developer jadi enak aja gitu belajarnya dan kebetulan aku sekolah MI makasih😊"
Nadia Sarii299,5,2021-04-07 14:22:36,"Assalamualaikum, nama ku Nabila. Alhamdulillah Mksh yg udh buat aplks ini , aplks ini bagus banget dan juga bisa buat belajar aku dan juga biar lebih tau tentang agama Islam dan sejarah nya 💖💖 jadi aku ksh bintang 5"
Fahma Aulia,5,2021-03-28 02:28:52,Asalamualaikum teman2 perkenalkan nama ku fahma aulia semenjak aku dlonot aplikasi ini aku jadi tambah semangat mengajinya buat temen2 yang belum dlonot aplikasi ini langsung di dlonot nanti nyesel loh mga dlonot🙂sekian dari saya fahma aulia 🥰
Laura Camelia,5,2021-03-24 14:20:44,Makasih ya yang udah bikin apk ini @Solite Kids jadi aku bisa belajar pokoknya makasih banget ❤️
Aulia 1407,5,2021-03-20 23:46:35,"Hallo perkenalkan nama saya RISKA AULIA ANGGRAENI saya semejak download aplikasi ini aku udah suka pelajaran agama tadi nya sih ""ah susah pelajaran agama Islam guru nya juga ngegas "" setiap itu kalo salah suruh benerin sampe udah pada pulang , tapi sekarang udah gak karna aku download aplikasi ini aku jadi pintar agama terimakasih atas cerdas cermat islami"
Hariyono Hariyono,5,2021-03-20 04:33:25,"Assalamualaikum nama saya Marsha game ini bagus banget,jadi tahu tentang pendidikan agama Islam dan lain lain, biasanya klo mau ujian atau ulangan harian agama bisa latihan belajar online di sini👍😊🙏"
Edi Setiawan,5,2021-03-19 01:55:57,Hallo perkenalkan nama saya vika aprilia saya suka aplikasi ini saya menjadi pintar pelajaran agama tadinya saya bosen sama pelajaran agama tapi pas aku dowlod aplikasi ini aku jadi lebih pintar agama itu saja pesan dari saya
akbar malik,5,2021-03-12 04:00:42,Keren aplikasi nya dan anak2 bisa lebih mendalami lagit agam Islam
Yopia Cici,5,2021-03-11 10:35:25,"Assalamu'alaikum,Halo Semuanya 🖐=) saya mau ngucapin Thx yg udah buat in Apl ini, ini sangat membantuku belajar lebih jauh tentang Islam=D, ok mungkin segitu saja ya 😄, saya izin pamit dulu ya Assalamu'alaikum"
Riana Maysafa,5,2021-03-11 04:57:42,Assalamu'alaikum teman teman aplikasi ini sangat bagus ada tryout nya juga 💯💯💯🌟🌟🌟🌟🌟🌟
Hello kitty,5,2021-03-10 07:54:20,Aplikasi ini sungguh bagus sekali bagi umat muslim dan muslimah karna bisa belajar sambil bermain MBnya p7n kecil cuma 11MB cocok banget bagi anak-anak maupun orang dewasa 😊👍🏻👍🏻👍🏻
Fitriani Bandung,5,2021-03-07 12:55:41,Hay nama saya anisa aku mau belajar dari aplikasi ini bagus banget buat anak anak SD jadi aku mau kasih bintang 5
Edy Hartono,5,2021-03-05 12:26:13,Sangat mendidik anak-anak bagus banget apk nya
Rahmat Efendi,5,2021-03-04 22:10:37,Asalamualaikum...apk ini cocok untuk anak yang lagi belajar. Ini membantu banget apk nya buat kalian yang belum download cepat downlod sekarang dari pada anak kita main game yang gak jelas
Silvina Damayanti,5,2021-03-04 14:40:41,Aplikasi ini sangat bagus untuk adik saya tolong iklan nya di kurangin
Gw Samsung,5,2021-03-03 06:26:21,Permainan ini bagus sekali aku suka permainan ini solnya aku udah bisa ngaji kan aku udah Quraan
Panji Kurniawan,5,2021-03-02 12:10:36,Ini luar biasa download cepat bagus
Ana Zulfi,5,2021-03-02 05:01:35,Bener bener sih ini game 🅑🅐🅖🅤🅢 terus bisa mengajarkan kita tentang islam
Rs Sr,5,2021-03-01 09:04:51,bagus banget gamenya jadi buat anak pintar .🙏🙏👍👍
Putri Deriani,5,2021-02-28 11:57:05,Sangat bagus jangan lupa untuk instal
Cahyani Chaya,5,2021-02-09 12:42:51,hai saya khomsy usia saya 10 thn . apk ini cocok banget buat kita umat muslim yang cantik ini lohh . saya juga download kalian juga download yah di jamin gak bakal nyesel deh itu dulu ya komentar dari akoh . khamsahamida by by by by
Fire File,5,2021-02-04 23:42:43,"Alhamdulillah, saya ingin memberitau. Aplikasinya bagus sekali. bagi yang belum download Sekalian download aja."
Abie Imam,5,2021-01-26 13:21:10,Assalamualaikumwarohmatullohiwabarokatuh perkenalkan nama saya nayshila aplikasi ini sangat bagus sekali buat otak cerdas downglod aplikasi ini ya💯💯💯
Nisa 21,5,2021-01-25 07:14:54,Cocok buat usia berapapun karna berkat apk ini alhamdullilah dpt banyak pengetahuan terimakasih yang buat apk ini semoga hidupnya penuh dengan keberkahan dan tetep istiqomah 😊😊👌
Zaskya Almayra,5,2021-01-14 14:48:31,Assalamualaikum .. Saya sangat suka banget sama game cerdas cermat islami ini karena game nya tentang ilmu agama islam
Adi Misykatul Anwar,4,2021-01-14 13:15:04,Geme nya seru cuman jangan ada iklan sama geme kecilkecilan nya tambahin
Rika Eliawati,5,2021-01-13 11:06:39,Assalamualaikum nama saya Rika game ini bagus banget saya sangat suka aku kasih bintang 5 deh
Rian Febriani,4,2021-01-11 06:40:13,Assalamualaikum aplikasi ini bagus dan seru banget menarik banget untuk di download dan soal-soalnya pun menarik dan mendidik buat anak-anak
nia dwi anggraeni,4,2021-01-11 00:14:43,Assalamualaikum nama saya nia geme nya bagus dan maaf saya kasih bintang 4 karna di bagian salah satu dari pertanyaan itu kan harus nya kan tulisan allah kan allah nah ini knp alah nah di situ saya mikir kok alah bukan nya alah itu kristen ya tolong di perbaiki😁😁😁ok segitu ajah dari saya assalamualaikum
あきらkhnza,5,2021-01-10 10:03:38,"Assalamualaikum hai teman teman nama saya khanza, wah aplikasi ini cocok buat umat muslim/muslimah,,jadi paling the best deh sampai bibir aku gak bisa berkata bahwa ini bagusss banget, makasih developer semoga sukses selalu dan dipanjangkan umur nya dan diberkahkan hidupnya aminnn"
Lola Kalista,5,2021-01-07 03:48:24,Aplikasi ini bagus banget buat anak kecil yang mau belajar tentang agama islam
Arya Ahyani,5,2021-01-06 23:09:28,"Bagus nih aplikasi ny untuk anak anak. Pertanyaannya juga gampang gampang, sukses untuk apk ini"
Alna Alnawati,5,2020-12-23 03:58:24,App ini sangat bagus tapi materinya gak ada tolong tambah kan materinya saya nafeeza menggunakan akun bunda saya 😊😊
Fathlil Dhifan,5,2020-12-10 03:30:18,Assalamualaikum perkenalkan nama saya Dhifan aplikasi ini sangat bangus tapi bisa gak iklan nya dikurangi banyak sekali iklan tolong ya admi
nadhifa Asfadilah,5,2020-12-06 11:33:14,Assalamu'alaikum nama saya Jessica Asfadillah umur saya 16 THN Disini saya mau mengatakan terimakasih kepada Pihak Solite kids yang sudah membuat aplikasi belajar anak anak saya suka banget karena berkat aplikasi ini adik saya yang tadinya GK mau belajar sekolah dan mengaji tapi Sekarang Malah Ketagihan Belajar mengajinya Karena berkat aplikasi ini dan waktu Kemarin dia ikut lomba Hafalan huruf Hijaiyah menang juara satu berkat belajar di aplikasi solite Kids Terimakasih yaa solite kidss ☺️
Asad Ahmed,5,2020-12-05 09:33:58,Hai nama saya nadiyah maula (DHEA) umur saya 9 thn game ini bermanfaat banget terimakasih untuk yang membuat game ini
Akmal Eka Putra,4,2020-12-04 07:54:08,Alhamdullilah aplikasi ini sangat baik Sehingga anak saya bisa belajaran
Advan I5,5,2020-12-04 04:17:59,Assalamualaikum nama saya humairoh masa allah aplikasinya bagus ko kalian harus download yah ....wassalam
bobot bibit,5,2020-11-24 08:29:12,Asalamualaikum teman teman nama saya arif game ini sangat bagussssssssssssssss banget ya
tiara melinda,5,2020-11-19 11:45:06,"Assalamualaikum warahmatullahi wabarokatu nama saya tiara melinda aplikasinya sangat sangat bagus saya jadi tau tentang agama, dan saya sangat suka dengan aplikasinya itu saja yang saya sampaikan wassammualaikum warohmatullah wabarokatu"
Hipni Hipzai,5,2020-11-04 12:00:15,Saya berterimah kasih sama developernya krn sudah membuat gamenya semangat terus buat gamenya
Najwa ayatul husna,5,2020-11-02 05:35:44,"Uh, sangat membantu! Nilai Agama Islam ku aja dulu gak pernah 100 tapi saat coba ini, memuaskan! Hasil ulangan agama islam ku 100.terima kasi solite kids. 🤗membantu saat belajar juga."
Adie Alfidi,5,2020-11-02 05:29:22,𝐒𝐚𝐲𝐚 𝐬𝐮𝐤𝐚 𝐬𝐞𝐤𝐚𝐥𝐢 𝐭𝐚𝐩𝐢 𝐬𝐚𝐲𝐚𝐧𝐠 𝐛𝐚𝐧𝐲𝐚𝐤 𝐢𝐤𝐥𝐚𝐧 𝐧𝐲𝐚
Siti Nurjanah,5,2020-10-25 14:23:20,assalamualaikum saya nur menurut saya apk bagus benget semoga ini menambah ilmu buat saya amin.....
Lailatul Dania Rismaini,5,2020-10-23 10:41:38,"saya kasih 5 bintang karna ,aplikasi ini sangat bagus🥰😘❤dah mudah di mengerti ,&bisa mengajarkan apa yang blom kami tau,"
Tes Akun,4,2020-10-18 10:24:46,Aku perna dowlod dan permainan nya bagus banget kata adikku karena adik ku suka aku mau kasih bintang4 karena bln di tmbh pljaran nya kalo udah nambah aku kasih bintang5
Rianty Ainul,5,2020-10-09 03:35:49,"Assalamualaikum warahmatullahi wabarakatuh,, Alhamdulillah setelah saya memakai Aplikasi ini Membuat saya banyak pengetahuan Agama ,, sekian segini dulu ya ulasan saya,, terimakasih Assalamualaikum warahmatullahi wabarakatuh"
Spms Lte Banjarmasin,5,2020-10-03 02:50:04,"Assalamualaikum namaku fadiah rizkinya disebut fadiah umur aku 7 tahun Dan juga Geme ini seru banget loh Geme cerdas cermat, ayo download sekarang sebelum Geme nya Engga bisa di download lagi Oh iya temen temen Aku juga pernah juga Geme nya Engga bisa di download lagi loh kalo Teman Teman pernah gak Geme nya Engga bisa di download lagi Oke segitu dulu nya Assalamualaikum warahmatullah wabarakatuh,,"
Nasheerul Choir,4,2020-10-02 00:13:58,"mau tanya kak, buat apk seperti ini pakai software apa ya? terimakasih 😄"
Cantika Dhini,5,2020-10-01 07:34:20,Asalamuallaikum namaku cantika aku jadi sering beribadah ni jadi semuanya kalau gak punya permainan ini pasti kalian kalau lihat temen temen nya pas nyesel ayo yang belum punya cepet punya aku doa in
Aniq Sakinah,2,2020-09-27 04:36:31,Bagus tpi sayang terlalu banyak iklan..terus klo bantuannya habis harus kembali ke awal lagi
Cinawangkang,5,2020-09-26 10:54:06,"Aplikasi ini sangat membantu saya mengerjakan tugas di rumah ,sambil memain kan game nya"
Nabila Zakiyatun,4,2020-09-22 13:13:25,aplikasi nya seru banget aku jadi bisa pelajaran agama islam thanks sudah membuat aplikasi ini
Love MAHABBAH,5,2020-09-21 16:18:50,"Alhamdulillah cukup bagus,semoga anak sy bisa mengambil manfaat dari aplikasi ini"
akabar Ahmad,5,2020-09-20 13:21:34,Game islam ini sangat membuat saya lebih dekat dengan allah karna saya tau kalau islam itu cahaya kalian yang agama islam dowlod yah asalamualaikum wr. w.t
Ina Faza,5,2020-09-18 06:38:26,"assalammualaikum sya inayah sya berterimaksh yg buat permainan ini seru , sya suka banget sm ini kk sya jg suka karna ini tentang agama yg buat permainan ini the best lah panjang umur sehat selalu"
Heny Handayani,5,2020-09-12 03:31:04,"Aplikasi ini sangat membantu saya dalam mengerjakan soal itu, pokokx sgt bgs deh, aku ksh bintang 5 krn aplikasix bgs bgeeeeeeet.. 😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖"
Nur Eko,5,2020-09-06 14:06:27,Assalamuaikum ' nama saya sofy saya suka banget sama game ini kemaren saya ulangan agama dan dapat nilai A+ makasih banget suka banget deh👍🏻👍🏻
wachid ak,5,2020-09-04 07:13:16,"assalammualaikum nama saya Yuda ,permainan ini sangat bagus sekali loh ,dah cuma begitu saja ,walaikum salam."
Aizz_ Diaries.,5,2020-09-04 05:08:23,"Saya jadi mengenal islam lebih dekat dengan belajar sekarah nya, puasa, shalat dll. Buruan Donlwoud aplikasi ini agar bisa pintar mengenal islam, Semoga yg bikin aplikasi ini sukses terus y,,,"
Rhakar Sakti,4,2020-09-03 12:11:45,Asalamualaikum kak. Nama saya kamel cuman akun saya namanya rakar sakti dan kenapa aku kasih bintang empat karena aku baru donloat permainan ini dan tiba tiba permainnya ilang sendiri kenapa ya kok begitu dan saya tidak tahu coba perbaiki lagi kak. Dan itu ajah pesan saya
Rafika sri Agustin,5,2020-08-27 12:52:00,Assalamualaikum kenalin nama saya rafika saya Askot nya dri cilacap aplikasi game ini sangat berguna loh ayo!!! Buruan ndownlod jangan sampe ketinggalan yh
Maulana.B,5,2020-08-25 13:18:29,Bagus banget kurangnya mungkin soal pembahasan ajh. Apa alasannya harus kaya bgitu atau begini. Biar yg blum faham mengerti. Cukup menantang juga ada nyawa nyah. Iklannya juga bentar. Cocok buat yg mau iseng ngulang plajaran dulu ini cocok ni
aly syahbana,5,2020-08-22 00:18:16,"Assalamualaikum nama saya hidayah kenapa aku beri bintang lima karena permainan ini seru banget dan aku bisa main sambil belajar,lagipun permainan ini tentang belajar tapi juga ada game nya buat kalian yg bosen di rumah buruan donload ya semua wassalamualaikum"
Amanda Ponsel,5,2020-08-20 01:05:16,ini game sangat bagus buat anak anak dan cocok juga buat orang dewasa
Han Hana,5,2020-08-17 14:14:16,Nama saya Sartika Hana Amelia umur saya 12 tahun Aplikasi ini sangat bagus karena dapat membimbing saya ke jenjang yang lebih mengerti dengan agama islam
sulton nurdi hajdi,5,2020-08-12 14:40:35,Saya suka game ini untuk belajar adik saya karna game ini mengajarkan keislaman
Desyani Eka,5,2020-08-10 14:13:16,Asalamualaikum nama saya difia saya sangat suka dengan permainan cerdas cermat islam ini sangat bagus permainan nya mantul👍
nella sera,2,2020-08-07 06:18:37,"Asalamualaikum Maaf saya kasih bibtang 1dulu karna susah di donlod padahal aku belom donlod permainan sama sekali,foto pun aku cuma 20 terus katanya,TIDAK DAPTAT MENDONLOD,lah maksudnya apa Gitu☜☆☞tolong di perbaiki dulu nanti ku kasih bintang 5deh janji（︶︿︶）,emmm oiya namaku nella kls 6,aku juga mau mengatakan sesuatu=emmmmmm aku minta maaf ya kalo kata kata ku menyinggung perasaan kalian aku minta maaf bangett,yaudah aku gk ada waktu lagi untuk komen sampai sini aja deh bye Asalamuaalaikum"
Aquilla nadja kirana,5,2020-08-06 14:41:20,Ini sangat bagus jadi aku suka deh soalnya jadi aku kasih bintang 5 oke banget loh kalian nggak bakal nyesel deh pokoknya ini game 😍😍😍😘
Miftahul hudaklampisireng,2,2020-08-06 04:56:07,Sebenernya.. Aku suka siih sama apl yg ada di dalam apli cci ini tapi soal nya nga bisa berubah ² dn bikin bosen permainannya dari dulu sama aja ngebosenin sol nya sama aja ngak ad yang beda tp nga pa apa kok 😀udah ya segitu ajah dari aku
Wahedi Muharrom,2,2020-08-05 05:49:50,"Kurang enak soalnya soalnya pas balik lagi ke awal kalo dh hangus bintangnya, aku kasih bintang 2"
Abdul Rahim,5,2020-08-02 10:35:58,"assalamualaikum wr.wb halo teman teman namaku Naya aku kelas 4 sd aku dari kabupaten papua-timika nah game ini sangat bermanfaat loh teman teman.dengan game ini aku bisa mengenal agama ku dengan baik,dan alhamdulilah aku dapat nilai 100 pada pelajaran agama Karna game ini, jadi buat kalian yang belum dowload cepetan download wassalamualaikum wr.wb"
Gina Wigati,5,2020-08-01 23:58:41,"Aplikasinya bagus 👍cocok untuk mendidik anak anak kita tapi saya saranin tambahin penjelasannya dong nanti belajarnya makin seru dan anak aku bisa belajar lebih giat lagi Sekian, terimakasih"
ELISS SUSILAWATI,5,2020-07-30 14:36:13,Assalamualaikum nama saya adalah elis s ini sangat bagus untuk anak anak yang sholeh terimakasih untuk aplikasi cerdas cermat islam
Annisa ariqah dinda alsanti tanjung Annisa dinda,5,2020-07-30 04:01:26,Apk ini sangat membantuku!! Untuk belajar ofline atau online Oh ya nama saya annisa yang bagi masih ragu² download aja bagus kok😁mb nya juga kecil😆
Nur Aida.S0,5,2020-07-24 17:17:17,Agama islam adalah agama yang paling saya suka sejak kecil kenapa saya kasih bintang lima karna saya sangat suka sama agama islam sejak kecil saya saya paling suka belajar agama islam karna itu saya akan kasih game ini bintang lima
Alfa Avrianza,5,2020-07-24 14:37:53,Subbahanalla bagus sekali gamenya semoga bermanfaat untuk orang lain juga
Cahyo Edy,5,2020-07-17 05:58:52,"Assalamualaikum, namaku Hasna aku kelas 3 aku sangat suka game ini Game nya sangat bermanfaat bikin aku mantap dalam beribadah dan belajar agama islam, kalian harus download kalo gak download pasti nyesel (maaf kalo ulasannya kurang membantu)"
